,temperature,exhaust_vaccum,ambient_pressure,relative_humidity,electric_power
3352,26.38,66.49,1013.89,43.06,442.38
3353,11.75,40.55,1018.09,97.7,472.43
3354,22.86,66.48,1003.77,71.22,435.56
3355,28.08,64.44,1013.02,64.34,440.26
3356,29.09,70.02,1010.13,48.06,443.27
3357,24.85,58.05,1011.5,70.12,444.53
3358,27.53,72.58,1009.13,89.06,428.83
3359,13.55,40.71,1019.13,75.44,467.21
3360,21.61,49.39,1019.41,78.2,449.26
3361,22.76,57.5,1014.75,74.38,451.7
3362,23.86,45.87,1007.71,48.73,446.67
3363,17.48,40.89,1011.39,62.45,462.59
3364,24.51,58.79,1016.11,61.7,443.5
3365,12.59,41.14,1025.79,86.55,465.74
3366,20.94,44.78,1008.14,35.7,465.57
3367,13.72,49.83,1006.88,89.49,463.65
3368,14.57,44.84,1023.46,87.2,464.58
3369,26.13,48.06,1013.5,47.67,440.99
3370,24.31,65.34,1013.82,63.85,449.88
3371,18.88,65.94,1010.43,85.54,445.61
3372,10.4,42.44,1014.24,93.48,480.04
3373,4.27,39.64,1010.99,84.85,487.19
3374,9.86,38.38,1018.22,85.35,479.56
3375,6.8,41.16,1023.17,95.4,477.8
3376,20.08,58.79,1017.32,81.59,451.21
3377,19.51,44.05,1008.52,78.38,451.7
3378,12.52,42.34,1018.67,95.29,464.71
3379,20.38,62.52,1017.85,75.56,456.56
3380,24.41,56.9,1006.58,77.94,439.51
3381,16.5,53.29,1017.7,95.66,458.37
3382,6.84,39.4,1011.9,93.75,484.09
3383,15.29,25.88,1009.21,66.0,464.25
3384,20.46,54.2,1011.4,84.0,448.1
3385,13.85,48.06,1011.13,75.2,462.39
3386,27.06,70.47,1007.0,72.37,430.82
3387,31.92,68.3,1015.58,41.55,430.07
3388,9.13,39.16,1014.14,86.17,484.86
3389,18.44,45.38,1014.3,86.02,461.99
3390,8.72,40.02,1031.32,78.09,477.86
3391,30.36,69.04,1009.6,58.73,436.72
3392,26.1,74.16,1009.42,85.4,437.18
3393,17.85,45.64,1020.11,82.94,459.59
3394,13.3,37.9,997.41,91.51,465.61
3395,18.15,41.23,993.82,61.21,456.32
3396,27.16,71.32,1007.81,89.07,430.53
3397,26.85,75.6,1017.43,74.55,433.48
3398,23.38,48.6,1004.45,69.19,440.9
3399,30.34,71.25,1000.94,67.29,431.18
3400,19.12,45.01,1014.0,59.95,453.24
3401,26.47,47.43,1009.09,54.94,439.4
3402,30.33,68.67,1006.0,54.99,435.53
3403,28.61,69.75,1009.82,71.7,440.53
3404,11.83,44.6,1018.49,89.06,469.96
3405,5.84,41.38,1020.34,82.41,489.4
3406,16.76,43.77,1012.25,77.95,457.0
3407,11.87,41.58,1017.29,90.3,464.77
3408,20.85,48.7,1007.11,87.2,449.57
3409,24.52,59.15,1014.03,74.83,439.55
3410,17.02,51.86,1021.53,81.28,460.0
3411,23.36,59.15,1013.71,86.64,442.53
3412,18.66,56.53,1020.13,80.04,459.45
3413,8.02,41.92,1029.8,92.05,467.21
3414,14.36,40.0,1016.16,68.79,460.42
3415,8.27,40.69,1020.13,86.1,484.97
3416,14.77,41.39,1018.95,65.61,470.21
3417,22.24,60.07,1015.93,62.25,446.14
3418,28.06,70.04,1009.89,66.07,431.7
3419,13.74,42.74,1029.54,70.0,465.92
3420,29.48,59.27,1010.99,51.23,440.72
3421,5.47,38.68,1017.33,72.71,485.7
3422,21.47,70.32,1011.72,88.36,440.0
3423,26.25,52.09,1013.2,53.12,450.53
3424,22.95,63.94,1013.91,81.52,438.33
3425,30.68,71.25,999.98,68.99,433.47
3426,24.64,72.24,1011.37,80.61,434.54
3427,12.59,39.72,1017.76,61.14,470.18
3428,20.85,56.89,1013.15,68.22,450.07
3429,23.2,73.17,1012.0,89.92,438.64
3430,24.67,63.56,1013.75,67.56,446.3
3431,21.93,60.84,1018.96,76.8,440.76
3432,22.06,43.43,1010.46,58.01,448.92
3433,15.66,41.35,1001.68,86.26,463.57
3434,10.63,40.67,1017.13,66.12,483.27
3435,28.18,66.56,1005.69,65.67,426.79
3436,9.72,43.41,1016.25,76.39,474.1
3437,16.9,54.3,1017.97,60.57,460.57
3438,7.92,39.54,1011.51,84.41,481.44
3439,30.2,71.8,1011.13,60.66,436.94
3440,24.97,54.2,1012.68,74.25,439.71
3441,27.01,71.25,1000.46,87.95,431.38
3442,15.8,53.82,1015.87,68.48,463.09
3443,24.23,59.04,1011.91,71.79,443.06
3444,31.85,69.04,1008.35,46.09,434.79
3445,25.37,59.14,1017.27,78.07,437.19
3446,14.82,44.58,1020.13,74.88,473.17
3447,16.94,49.64,1024.43,69.22,459.25
3448,23.0,49.5,1014.15,66.68,454.44
3449,14.65,44.84,1023.39,87.76,467.18
3450,28.98,73.42,1011.25,72.9,432.2
3451,10.26,39.13,1010.94,87.78,474.16
3452,10.29,40.0,1021.46,90.6,479.58
3453,30.99,69.82,1009.41,50.84,437.46
3454,29.0,69.13,1001.22,52.96,425.5
3455,24.44,52.84,1006.39,49.05,440.2
3456,21.48,61.27,1019.29,61.43,450.88
3457,19.06,50.16,1011.36,99.64,449.74
3458,19.34,64.79,1018.03,84.77,454.59
3459,28.69,67.25,1017.71,53.83,432.21
3460,13.02,45.51,1015.24,80.05,468.46
3461,25.82,61.08,1013.64,66.4,448.46
3462,17.54,58.49,1012.35,91.56,453.02
3463,33.4,70.8,1009.17,57.01,432.46
3464,30.01,65.18,1012.87,43.95,436.91
3465,21.03,44.78,1007.99,36.82,459.72
3466,31.4,66.54,1003.55,57.73,425.91
3467,7.64,41.17,1020.01,75.14,488.53
3468,8.29,36.08,1020.38,81.53,483.26
3469,4.93,38.44,1015.65,71.47,485.01
3470,23.63,65.59,1013.1,76.95,440.56
3471,20.76,69.05,1001.89,77.86,442.82
3472,33.34,69.88,1007.65,42.72,437.84
3473,4.15,39.9,1008.84,96.68,491.22
3474,10.37,37.83,1006.5,90.99,470.66
3475,29.27,66.85,1011.11,63.25,440.98
3476,11.6,40.96,1023.95,86.83,473.66
3477,15.6,41.04,1025.48,64.43,457.49
3478,25.28,70.32,1006.91,81.74,431.43
3479,21.97,69.23,1012.25,86.45,443.85
3480,30.13,68.94,1005.88,40.71,441.78
3481,25.77,71.37,1008.88,78.96,433.45
3482,30.03,70.02,1010.07,64.2,436.88
3483,18.76,56.53,1020.04,86.62,452.5
3484,11.66,44.6,1018.39,89.98,471.3
3485,9.95,43.56,1014.85,82.62,477.88
3486,30.1,66.25,1009.38,65.41,434.99
3487,18.53,61.27,1019.84,75.22,454.72
3488,24.05,72.24,1011.32,88.94,437.81
3489,10.03,42.18,1017.3,85.99,475.74
3490,22.95,45.61,1013.65,73.92,457.91
3491,26.46,74.67,1016.65,84.44,431.65
3492,32.07,70.94,1006.91,49.9,432.33
3493,18.15,41.67,1012.75,52.69,464.44
3494,8.27,37.7,1015.09,73.64,479.16
3495,25.56,74.99,1005.41,85.75,433.63
3496,11.84,39.28,1016.97,90.52,477.51
3497,18.1,45.0,1023.05,48.41,465.46
3498,27.16,66.44,1011.2,73.37,431.85
3499,25.91,75.6,1018.23,62.65,443.2
3500,9.82,41.26,1007.71,96.69,478.02
3501,31.71,69.04,1008.79,49.32,441.15
3502,21.28,70.32,1011.55,88.05,438.7
3503,20.28,62.52,1017.89,75.67,452.45
3504,10.07,40.92,1021.43,97.15,467.01
3505,15.5,39.16,1016.24,78.13,469.52
3506,19.69,56.65,1020.72,70.86,456.18
3507,30.13,71.98,1004.95,63.62,431.0
3508,3.98,35.47,1017.22,86.53,489.64
3509,13.77,41.58,1020.63,72.94,459.75
3510,20.31,69.94,1009.7,86.53,446.87
3511,21.4,47.93,1005.16,88.44,445.2
3512,15.81,58.59,1014.41,90.03,456.91
3513,9.06,36.3,1015.14,58.71,477.38
3514,17.01,50.59,1015.8,80.95,463.4
3515,13.0,48.79,1017.14,85.23,464.12
3516,11.21,40.75,1016.45,86.14,479.2
3517,26.11,47.43,1009.01,56.09,445.36
3518,27.2,78.05,1010.15,90.2,430.55
3519,24.6,75.23,1012.04,76.77,434.07
3520,5.98,41.31,1001.66,89.5,484.51
3521,25.09,58.95,1016.99,53.16,443.26
3522,8.48,36.18,1013.31,75.15,480.63
3523,13.52,40.83,1009.94,87.53,470.47
3524,22.7,64.05,1012.65,89.69,448.76
3525,33.62,77.17,1009.38,63.71,431.03
3526,27.44,58.9,1003.86,66.74,442.19
3527,14.46,53.82,1016.55,68.11,462.6
3528,13.56,49.83,1007.01,89.86,466.33
3529,27.1,52.84,1006.28,53.85,439.08
3530,8.34,40.72,1023.62,83.75,483.14
3531,25.45,67.83,1009.47,57.97,429.95
3532,30.33,70.36,1006.72,70.31,438.47
3533,7.29,40.96,1023.01,90.78,488.65
3534,27.62,63.9,1013.11,43.56,442.89
3535,13.09,54.3,1017.61,82.38,471.0
3536,12.08,40.24,1016.63,92.32,474.07
3537,28.85,59.27,1011.69,51.8,440.3
3538,10.25,41.46,1020.65,87.07,481.94
3539,6.69,36.24,1013.35,91.09,483.82
3540,19.48,58.66,1013.32,73.16,454.4
3541,26.98,43.77,1010.95,40.8,446.05
3542,20.94,44.58,1016.98,59.65,463.69
3543,14.32,40.78,1024.49,73.84,457.92
3544,9.37,38.56,1016.84,62.07,482.77
3545,24.37,65.61,1014.5,65.67,443.13
3546,21.98,48.41,1008.42,84.86,444.6
3547,28.13,68.12,1012.6,44.71,435.85
3548,22.06,45.61,1014.3,77.75,455.61
3549,19.77,49.39,1019.02,91.03,451.05
3550,25.42,75.6,1017.39,77.63,438.24
3551,25.06,44.57,1007.39,56.07,443.66
3552,12.77,41.5,1014.13,86.8,470.68
3553,24.42,65.94,1011.25,65.04,439.63
3554,13.17,36.71,1012.82,72.76,474.93
3555,22.47,48.6,1002.33,63.23,445.98
3556,13.45,41.49,1020.19,88.72,467.3
3557,10.74,44.85,1014.25,71.61,476.83
3558,29.01,65.71,1013.61,48.07,446.22
3559,28.18,64.84,1009.22,56.04,443.65
3560,31.53,74.99,1003.93,58.29,432.34
3561,17.3,58.59,1015.52,87.17,454.88
3562,18.16,43.72,1008.64,75.22,454.98
3563,7.61,43.22,1014.8,86.92,478.55
3564,22.95,63.94,1013.87,80.37,447.13
3565,13.78,44.47,1027.94,71.09,467.22
3566,20.15,39.72,1001.85,59.32,456.87
3567,18.06,65.48,1018.79,77.95,454.34
3568,24.1,68.61,1010.97,74.87,443.75
3569,12.86,44.77,1018.75,74.73,468.43
3570,26.79,77.95,1009.9,80.22,437.91
3571,24.93,73.5,1011.28,83.09,437.35
3572,28.38,72.39,998.93,73.85,432.02
3573,28.37,63.31,1013.18,49.02,437.64
3574,8.26,39.42,1025.89,70.53,474.72
3575,11.18,37.5,1013.32,74.32,472.02
3576,9.42,41.4,1029.99,88.41,477.01
3577,25.23,58.82,1010.9,70.47,442.64
3578,8.03,40.67,1020.13,70.87,492.26
3579,22.66,63.73,1013.24,83.95,444.41
3580,28.02,68.08,1013.44,44.46,434.95
3581,30.32,74.22,1008.31,53.14,429.36
3582,12.74,41.38,1021.92,56.67,475.63
3583,25.52,63.94,1017.81,41.54,440.32
3584,22.48,50.32,1008.47,83.58,444.5
3585,25.34,64.27,1013.38,66.02,443.94
3586,20.33,57.76,1016.47,75.35,450.25
3587,10.4,40.43,1025.46,75.09,492.09
3588,23.18,51.3,1012.04,78.64,448.86
3589,27.62,72.43,1007.54,71.33,428.76
3590,17.01,50.9,1013.23,82.03,460.14
3591,10.98,37.5,1011.12,97.51,472.34
3592,14.86,37.85,1010.58,86.8,467.71
3593,8.53,38.18,1017.54,76.49,480.86
3594,27.21,66.49,1013.57,40.11,439.04
3595,6.45,40.02,1032.08,79.7,481.36
3596,33.15,70.4,1003.72,53.98,430.15
3597,18.71,53.16,1013.26,82.64,455.7
3598,17.02,44.85,1014.38,62.66,459.98
3599,29.76,57.19,1008.59,51.1,436.21
3600,20.57,44.78,1008.89,38.78,465.69
3601,11.24,42.34,1021.3,95.19,469.3
3602,7.79,41.01,1024.0,97.2,477.0
3603,13.93,38.91,1013.04,73.51,470.39
3604,24.59,72.24,1011.42,81.5,433.31
3605,8.18,43.69,1017.16,88.16,487.83
3606,18.27,58.2,1018.34,72.73,448.17
3607,23.25,70.32,1009.28,86.52,437.96
3608,25.67,58.59,1013.0,62.34,451.03
3609,29.87,69.13,1001.08,72.75,426.47
3610,8.31,40.46,1020.07,78.18,476.72
3611,16.37,53.16,1014.89,74.84,459.52
3612,20.6,59.15,1013.32,91.07,443.76
3613,12.89,48.14,1017.48,83.95,463.77
3614,24.64,58.79,1009.82,73.96,444.26
3615,14.18,53.82,1016.9,64.57,465.25
3616,13.89,44.84,1023.66,92.97,466.74
3617,32.72,69.75,1009.6,49.35,437.99
3618,28.25,57.19,1007.99,67.9,436.99
3619,24.39,71.85,1009.73,72.24,438.2
3620,21.38,60.84,1017.94,82.83,445.8
3621,19.59,59.87,1018.28,84.83,449.74
3622,10.39,40.22,1004.95,91.65,476.49
3623,26.12,63.94,1017.97,44.81,441.46
3624,26.09,60.23,1010.74,60.88,445.88
3625,26.43,66.48,1004.36,55.9,435.59
3626,21.55,60.27,1017.42,92.59,443.93
3627,19.23,45.01,1012.24,72.91,450.77
3628,9.72,39.66,1018.31,76.07,480.05
3629,22.12,60.37,1008.75,92.13,439.18
3630,14.14,39.82,1012.46,81.15,472.52
3631,18.05,56.03,1020.69,77.87,459.09
3632,8.94,36.71,1025.5,80.45,477.62
3633,16.57,63.31,1016.19,81.02,454.78
3634,30.71,68.24,1006.15,34.15,429.41
3635,24.04,51.95,1006.13,73.92,450.07
3636,26.19,73.77,1001.31,91.87,433.34
3637,24.54,65.46,1014.27,40.77,446.26
3638,34.6,64.96,1003.3,34.32,427.65
3639,15.98,44.68,1018.48,85.94,462.77
3640,25.38,65.34,1012.87,62.49,447.41
3641,29.76,73.56,1008.07,84.85,432.51
3642,9.86,37.83,1005.05,100.15,472.46
3643,23.45,66.25,1009.1,90.28,443.44
3644,10.89,40.81,1025.82,81.18,478.23
3645,21.67,60.84,1017.93,81.63,442.33
3646,33.27,66.44,1010.63,43.47,430.11
3647,11.48,44.58,1016.43,80.15,478.53
3648,4.49,38.44,1015.47,76.96,485.78
3649,20.15,49.5,1013.47,66.7,462.65
3650,15.08,42.77,1018.67,73.89,461.6
3651,29.51,76.09,1007.39,71.5,432.45
3652,24.37,63.47,1012.77,75.22,445.6
3653,28.84,60.23,1009.7,59.0,437.82
3654,10.73,44.92,1025.1,85.4,476.81
3655,21.07,67.07,1004.64,86.16,446.05
3656,7.87,43.02,1014.67,83.58,485.61
3657,21.16,50.66,1014.13,72.77,455.86
3658,8.68,39.61,1021.54,77.98,486.31
3659,29.28,75.08,1005.21,59.0,436.15
3660,10.27,42.34,1022.69,92.78,474.55
3661,19.88,47.03,1012.27,91.99,456.44
3662,8.38,39.22,1015.03,75.14,478.82
3663,23.82,64.15,1020.96,60.11,447.37
3664,28.08,73.17,1011.19,73.1,430.8
3665,20.1,58.95,1018.46,80.87,446.7
3666,26.15,63.21,1012.31,76.44,441.23
3667,23.81,57.5,1015.53,70.66,448.72
3668,3.4,39.64,1011.1,83.43,459.86
3669,13.4,41.58,1020.5,71.17,461.54
3670,24.27,74.93,1012.73,73.81,443.06
3671,9.18,42.18,1017.4,87.3,475.57
3672,28.0,69.05,1000.82,65.24,427.71
3673,24.37,73.42,1010.19,76.01,440.29
3674,31.41,74.16,1011.1,57.05,434.88
3675,18.89,67.71,1003.92,86.12,443.54
3676,23.93,64.05,1013.09,86.02,440.66
3677,28.28,61.86,1012.07,64.49,439.65
3678,30.15,72.51,1009.37,50.64,443.72
3679,23.31,60.08,1017.14,64.35,452.65
3680,12.19,40.05,1014.65,85.1,472.68
3681,7.1,35.77,1015.39,92.1,480.36
3682,9.0,43.13,1020.25,81.32,481.09
3683,13.51,40.1,1014.29,86.34,470.65
3684,27.57,71.32,1002.59,76.68,436.61
3685,18.37,58.96,1015.5,67.79,460.25
3686,23.42,58.79,1009.74,81.54,441.46
3687,9.51,40.46,1018.84,70.12,471.32
3688,30.19,64.79,1017.22,42.47,438.41
3689,13.83,42.86,1030.77,75.09,470.21
3690,13.51,43.22,1009.63,75.02,465.89
3691,24.42,64.79,1016.12,69.32,449.1
3692,16.13,53.82,1015.63,63.08,459.16
3693,7.74,39.96,1025.78,95.81,475.23
3694,18.24,49.5,1014.37,79.36,464.13
3695,11.21,44.03,1007.95,93.03,471.79
3696,12.19,40.23,1017.45,82.07,474.91
3697,7.99,41.38,1021.95,78.77,487.57
3698,22.47,59.43,1006.02,85.21,444.5
3699,16.7,46.18,1011.2,96.84,456.2
3700,12.22,40.71,1021.25,80.83,477.07
3701,11.35,38.91,1017.93,83.45,474.22
3702,19.89,69.48,1011.06,86.73,447.63
3703,22.42,59.43,1007.12,90.56,440.99
3704,31.07,73.5,1010.58,43.66,432.06
3705,13.44,41.14,1026.41,77.26,461.44
3706,13.07,42.18,1014.98,87.77,461.71
3707,19.91,51.19,1008.0,90.23,449.23
3708,20.53,49.16,1007.11,90.02,444.69
3709,28.32,71.32,1008.02,78.82,433.82
3710,12.72,40.71,1016.02,71.57,466.99
3711,14.52,44.84,1023.51,88.51,466.88
3712,24.67,68.61,1010.71,57.47,450.64
3713,11.49,44.2,1018.79,91.14,475.51
3714,15.0,41.17,1015.57,64.82,468.72
3715,17.32,44.34,1019.52,56.24,468.8
3716,23.67,63.86,1019.67,57.95,441.73
3717,28.79,68.51,1013.02,62.84,432.51
3718,14.56,45.51,1015.39,69.84,469.79
3719,29.74,70.32,1008.1,52.72,432.69
3720,29.05,68.24,1007.88,42.67,433.92
3721,18.87,60.07,1015.15,70.91,453.27
3722,14.73,58.2,1019.45,82.48,458.56
3723,16.98,43.7,1015.07,53.51,464.01
3724,10.45,41.01,1020.57,93.84,465.74
3725,24.45,70.02,1010.75,71.37,445.8
3726,9.43,41.4,1028.03,84.98,474.16
3727,23.63,58.98,1010.99,81.16,444.43
3728,22.28,58.86,1014.08,66.47,446.55
3729,17.2,40.55,1000.68,72.67,462.55
3730,5.8,45.87,1009.14,92.06,481.6
3731,24.91,57.17,1010.88,72.97,446.01
3732,6.63,39.37,1020.33,76.18,489.16
3733,25.42,66.05,1016.74,68.92,442.6
3734,22.99,62.96,1019.6,65.05,449.4
3735,10.0,39.66,1016.83,78.91,479.97
3736,18.13,39.72,1002.75,58.85,455.81
3737,22.92,58.62,1016.37,71.38,447.48
3738,16.66,41.16,1007.37,76.82,463.39
3739,23.95,66.48,1003.55,73.68,431.87
3740,19.08,58.59,1013.42,68.88,451.05
3741,10.54,42.02,997.5,99.77,472.64
3742,12.1,41.17,1013.72,75.61,478.1
3743,32.0,58.9,1003.48,51.38,437.81
3744,24.4,62.26,1011.62,70.1,439.06
3745,14.39,43.56,1012.97,59.17,469.35
3746,14.55,42.74,1028.41,70.09,465.81
3747,11.61,41.17,1019.57,58.82,476.81
3748,16.55,39.64,1009.07,77.8,465.29
3749,14.76,49.64,1026.31,75.67,461.16
3750,23.61,63.94,1012.9,87.06,441.57
3751,25.58,63.47,1011.44,66.81,443.66
3752,14.65,35.4,1016.16,60.26,469.61
3753,20.54,69.05,1001.6,79.62,442.86
3754,13.8,39.82,1012.37,83.69,473.56
3755,32.67,67.83,1007.81,42.16,425.75
3756,9.35,41.03,1021.33,66.75,482.16
3757,31.35,68.67,1005.26,66.85,433.73
3758,30.93,73.42,1010.98,56.42,432.44
3759,7.14,39.4,1011.68,91.84,482.82
3760,26.8,68.31,1011.04,61.48,447.85
3761,6.16,39.48,1004.85,59.68,484.55
3762,27.37,63.73,1009.79,65.25,437.24
3763,14.73,54.3,1016.75,67.13,463.63
3764,7.72,41.14,1025.11,96.75,478.34
3765,8.07,43.69,1017.05,87.34,485.18
3766,24.07,71.97,1008.83,94.87,441.84
3767,18.31,62.1,1020.38,79.02,455.24
3768,30.11,70.8,1008.57,69.25,432.33
3769,24.66,48.78,1018.39,71.79,449.11
3770,21.0,70.02,1010.22,95.11,447.29
3771,13.01,41.58,1020.82,78.41,464.64
3772,28.83,71.32,1006.28,75.65,437.99
3773,13.02,40.1,1014.43,87.32,474.97
3774,17.46,40.22,1006.7,91.96,461.74
3775,26.35,59.44,1012.16,63.73,443.73
3776,23.63,58.79,1017.2,67.68,442.86
3777,30.4,71.97,1008.42,76.28,430.23
3778,25.54,61.08,1013.77,69.64,448.57
3779,15.7,42.99,1007.51,76.05,464.59
3780,17.67,45.09,1014.26,51.92,457.67
3781,25.72,74.67,1016.64,75.93,434.83
3782,7.81,40.71,1023.32,82.08,475.46
3783,17.99,50.59,1015.9,77.28,462.2
3784,24.7,58.46,1015.58,68.64,439.7
3785,24.49,60.27,1018.96,72.62,440.87
3786,25.62,58.82,1010.02,70.31,444.14
3787,30.56,71.98,1004.74,58.77,429.2
3788,16.15,41.85,1016.54,81.58,466.56
3789,9.68,39.61,1015.63,74.5,475.02
3790,27.75,77.24,1007.48,78.37,433.57
3791,18.2,52.72,1025.87,54.26,463.47
3792,24.41,58.59,1012.62,64.52,442.64
3793,13.1,41.48,1009.0,87.41,460.34
3794,24.83,62.4,1010.13,70.18,442.2
3795,13.61,39.85,1012.78,58.12,475.62
3796,22.59,70.32,1007.07,74.39,437.39
3797,10.15,43.41,1018.4,82.07,473.43
3798,9.75,43.69,1016.81,82.42,481.34
3799,30.57,73.03,1013.75,73.68,437.42
3800,8.83,36.3,1027.08,72.69,479.86
3801,15.82,44.88,1018.59,78.88,461.9
3802,14.42,44.88,1019.35,59.17,462.72
3803,9.42,41.4,1029.6,87.43,478.12
3804,27.09,59.15,1013.02,55.18,438.9
3805,30.31,77.24,1008.02,67.84,435.28
3806,28.14,43.21,1011.82,69.32,436.53
3807,27.46,66.54,1002.39,67.09,431.81
3808,8.26,40.96,1025.23,89.22,485.73
3809,17.36,44.63,1020.49,54.21,456.98
3810,28.57,75.33,1003.16,76.14,431.58
3811,29.04,60.07,1014.88,47.23,438.5
3812,28.6,71.22,1003.15,58.33,443.01
3813,30.17,64.79,1017.06,43.81,439.75
3814,13.46,44.71,1014.51,50.0,474.6
3815,21.38,49.21,1012.49,53.77,449.66
3816,12.9,44.63,1020.72,89.51,467.41
3817,15.46,44.88,1017.52,93.32,461.2
3818,9.26,40.11,1024.38,74.82,460.72
3819,27.14,70.32,1007.08,73.08,427.21
3820,13.77,43.13,1016.63,62.13,468.45
3821,25.14,60.29,1017.91,53.3,444.5
3822,9.68,41.48,1018.24,71.04,473.31
3823,24.34,59.54,1004.01,87.07,440.63
3824,18.27,50.16,1011.07,95.91,451.76
3825,29.1,76.2,1006.28,60.22,435.97
3826,27.9,63.13,1011.8,70.04,439.76
3827,24.58,56.9,1007.08,68.24,437.16
3828,19.46,47.03,1013.9,88.86,460.57
3829,19.9,56.53,1020.52,78.05,456.48
3830,27.2,65.18,1011.47,47.14,436.99
3831,23.58,58.82,1009.68,81.38,445.01
3832,27.96,68.51,1007.26,63.21,432.07
3833,15.75,47.45,1009.86,86.68,451.5
3834,16.2,38.73,1002.14,75.03,467.89
3835,8.51,39.66,1015.16,86.61,483.54
3836,22.69,54.2,1012.92,65.55,444.26
3837,18.22,49.25,1020.33,61.87,454.66
3838,32.57,78.92,1011.6,66.47,430.12
3839,5.72,39.33,1009.96,95.4,490.76
3840,25.3,70.98,1007.22,95.1,440.86
3841,14.48,46.18,1015.83,92.15,462.3
3842,11.2,42.02,999.99,96.69,472.27
3843,14.56,40.69,1015.48,73.73,469.31
3844,11.92,40.62,1016.66,55.25,468.14
3845,22.79,71.77,1005.75,90.91,435.53
3846,8.36,40.71,1026.34,82.76,487.79
3847,6.18,41.55,1001.58,98.79,484.87
3848,19.18,58.2,1017.46,76.72,453.2
3849,19.79,60.1,1010.47,84.04,452.41
3850,15.12,43.79,1016.37,75.62,470.11
3851,10.58,41.49,1020.43,91.9,473.19
3852,20.76,58.79,1017.22,78.75,447.07
3853,12.32,41.62,1012.16,88.37,455.71
3854,19.28,65.46,1013.77,64.24,448.91
3855,28.66,74.93,1014.04,51.26,440.79
3856,22.97,42.48,1012.84,64.71,466.7
3857,7.89,40.46,1019.61,74.53,477.27
3858,13.73,41.78,1011.75,49.65,464.94
3859,19.83,59.21,1012.67,96.42,440.03
3860,19.24,58.33,1013.65,85.47,449.26
3861,17.82,65.94,1013.44,88.13,452.82
3862,21.3,59.39,1013.83,84.53,444.21
3863,16.05,65.46,1013.92,87.99,456.94
3864,27.22,66.49,1013.45,42.41,437.24
3865,25.95,59.14,1016.42,67.03,438.46
3866,23.72,70.47,1010.65,75.39,438.5
3867,25.69,62.26,1011.38,74.08,436.36
3868,14.16,44.06,1018.92,76.34,464.91
3869,11.61,39.69,1006.85,83.69,470.78
3870,4.83,38.44,1015.35,72.94,485.32
3871,12.97,40.75,1016.05,79.67,476.28
3872,6.69,40.64,1020.54,92.83,483.01
3873,12.58,39.72,1018.08,64.25,469.38
3874,21.27,57.5,1014.53,80.76,453.34
3875,17.95,49.21,1012.05,59.44,455.1
3876,24.71,60.77,1016.67,69.7,443.52
3877,12.91,40.73,1017.66,93.66,464.61
3878,6.89,39.37,1020.21,74.17,486.9
3879,6.22,39.33,1012.31,93.23,491.77
3880,32.42,65.74,1010.97,52.73,439.01
3881,28.5,74.87,1009.67,53.78,444.88
3882,9.47,41.4,1026.49,87.9,479.68
3883,15.34,41.23,996.87,86.56,465.16
3884,18.09,48.92,1010.6,52.11,455.07
3885,17.98,56.85,1012.28,84.52,448.71
3886,11.57,39.72,1002.26,78.69,474.72
3887,11.75,42.32,1015.28,77.25,470.44
3888,29.98,76.09,1007.62,75.6,432.0
3889,25.5,68.08,1011.13,72.86,436.07
3890,15.91,44.99,1010.93,62.81,459.73
3891,22.67,62.52,1016.47,65.63,449.34
3892,25.18,71.98,1006.71,89.86,432.88
3893,27.76,71.97,1008.53,86.97,434.04
3894,14.97,58.2,1019.52,81.13,458.68
3895,13.01,41.49,1019.82,92.86,466.5
3896,30.52,70.4,1003.9,64.33,438.29
3897,13.39,44.58,1016.5,79.26,474.7
3898,21.93,58.96,1014.23,58.58,453.42
3899,19.51,48.78,1021.03,86.33,453.27
3900,18.28,60.1,1009.72,85.79,452.93
3901,23.42,63.07,1011.72,75.81,444.23
3902,21.5,61.5,1008.43,78.13,447.83
3903,19.65,57.85,1011.73,93.89,450.5
3904,16.7,46.18,1011.4,95.51,458.05
3905,13.88,39.39,1014.08,80.48,471.39
3906,22.35,51.43,1011.34,77.33,445.34
3907,20.11,51.19,1007.82,92.06,449.03
3908,23.47,60.77,1017.19,75.36,444.46
3909,21.47,50.12,1009.19,93.68,448.11
3910,9.56,41.55,1002.67,70.27,481.24
3911,30.55,71.06,1009.33,73.38,432.6
3912,9.23,37.36,1015.01,67.38,481.08
3913,5.62,41.31,1001.37,89.16,485.6
3914,8.07,41.17,1019.4,86.43,484.54
3915,14.79,46.48,1007.46,92.4,462.55
3916,23.2,49.3,1003.4,79.77,440.75
3917,22.03,59.43,1006.88,82.05,442.9
3918,10.62,42.02,999.83,96.66,472.41
3919,23.53,50.05,1005.63,78.4,443.71
3920,22.55,70.79,1006.19,92.56,436.43
3921,16.55,46.18,1009.97,96.54,455.8
3922,25.68,68.27,1008.05,68.48,434.89
3923,18.55,41.85,1015.24,62.47,467.51
3924,18.48,46.48,1007.53,82.57,461.49
3925,24.54,48.06,1013.02,55.18,443.67
3926,22.08,69.94,1008.41,72.86,441.57
3927,26.45,73.5,1010.31,74.33,433.44
3928,23.34,59.44,1012.67,80.76,445.24
3929,23.46,47.01,1014.41,69.19,457.76
3930,22.89,80.25,1006.38,80.25,446.15
3931,20.42,60.77,1017.65,87.07,447.85
3932,15.2,39.0,1016.1,72.76,463.88
3933,17.46,62.1,1019.96,83.99,451.06
